Frequency_GHz	Probability_b
2.92515e-22	0
2.92593e-22	0
2.92671e-22	0
2.92748e-22	0
2.92826e-22	0
Frequency_GHz	Probability_b
2.92591e-22	0
2.92696e-22	0
2.92801e-22	0
2.92905e-22	0
2.9301e-22	0
Frequency_GHz	Probability_b
2.92498e-22	0
2.9259e-22	0
2.92682e-22	0
2.92774e-22	0
2.92867e-22	0
Frequency_GHz	Probability_b
2.92402e-22	0
2.92492e-22	0
2.92583e-22	0
2.92674e-22	0
2.92764e-22	0
Frequency_GHz	Probability_b
2.9256e-22	0
2.92687e-22	0
2.92814e-22	0
2.92942e-22	0
2.93069e-22	0
Frequency_GHz	Probability_b
2.92398e-22	0
2.92487e-22	0
2.92576e-22	0
2.92665e-22	0
2.92753e-22	0
Frequency_GHz	Probability_b
2.92354e-22	0
2.92479e-22	0
2.92603e-22	0
2.92728e-22	0
2.92853e-22	0
Frequency_GHz	Probability_b
2.92226e-22	0
2.92336e-22	0
2.92447e-22	0
2.92557e-22	0
2.92668e-22	0
Frequency_GHz	Probability_b
2.92193e-22	0
2.92302e-22	0
2.92412e-22	0
2.92522e-22	0
2.92631e-22	0
Frequency_GHz	Probability_b
2.92523e-22	0
2.92634e-22	0
2.92744e-22	0
2.92854e-22	0
2.92964e-22	0
Frequency_GHz	Probability_b
2.92468e-22	0
2.92529e-22	0
2.92591e-22	0
2.92652e-22	0
2.92714e-22	0
Frequency_GHz	Probability_b
2.92427e-22	0
2.92528e-22	0
2.92629e-22	0
2.9273e-22	0
2.92831e-22	0
Frequency_GHz	Probability_b
2.92214e-22	0
2.92301e-22	0
2.92388e-22	0
2.92474e-22	0
2.92561e-22	0
Frequency_GHz	Probability_b
2.92412e-22	0
2.92496e-22	0
2.9258e-22	0
2.92664e-22	0
2.92748e-22	0
Frequency_GHz	Probability_b
2.92545e-22	0
2.92639e-22	0
2.92732e-22	0
2.92826e-22	0
2.92919e-22	0
Frequency_GHz	Probability_b
2.92132e-22	0
2.92296e-22	0
2.9246e-22	0
2.92624e-22	0
2.92788e-22	0
Frequency_GHz	Probability_b
2.92413e-22	0
2.92502e-22	0
2.9259e-22	0
2.92678e-22	0
2.92767e-22	0
Frequency_GHz	Probability_b
2.92244e-22	0
2.92324e-22	0
2.92404e-22	0
2.92485e-22	0
2.92565e-22	0
Frequency_GHz	Probability_b
2.92182e-22	0
2.92285e-22	0
2.92387e-22	0
2.92489e-22	0
2.92592e-22	0
Frequency_GHz	Probability_b
2.92391e-22	0
2.92482e-22	0
2.92572e-22	0
2.92663e-22	0
2.92753e-22	0
Frequency_GHz	Probability_b
2.9232e-22	0
2.92395e-22	0
2.92469e-22	0
2.92544e-22	0
2.92618e-22	0
Frequency_GHz	Probability_b
2.92458e-22	0
2.92543e-22	0
2.92627e-22	0
2.92711e-22	0
2.92795e-22	0
